Chr	Start	Gene	Region	Reference.Repeat.Length	Median.Repeat.Length	Minimum.Repeat.Length	Maximum.Repeat.Length	SD	Variance	Cohort.Polymorphism
4	170192170	SH3RF1	UTR5	5	6	6	19	1.25344119044485	1.57111481790381	0.0211009174311927
4	1713956	SLBP	UTR5	4	5	5	45	1.21523231546182	1.47678958054271	0.00275229357798165
4	1723324	TACC3	UTR5	4	5	5	13	0.244171145463101	0.0596195482767626	0.0018348623853211
4	174292407	SAP30	exonic	5	6	6	20	0.644170182194984	0.414955223629119	0.0055045871559633
4	174450345	HAND2	exonic	11	12	3	38	1.61990637997792	2.62409667989318	0.0238532110091743
4	174450708	HAND2-AS1	ncRNA	7	8	8	28	0.647761880727963	0.419595454124228	0.00458715596330275
4	17513661	QDPR	exonic	4	5	5	43	1.42069456780369	2.0183730549869	0.00825688073394495
4	177713373	VEGFC	exonic	5	6	6	36	1.71022292978617	2.92486246956639	0.0073394495412844
4	177714038	VEGFC	upstream	7	8	3	39	2.28796780440547	5.23479667399601	0.0238532110091743
4	1795331	FGFR3	intronic	4	5	5	39	1.62517437029147	2.64119173385228	0.0146788990825688
4	1795442	FGFR3	intronic	5	6	1	44	3.34824438054353	11.2107404318413	0.0348623853211009
4	18023310	LCORL	exonic	13	14	7	36	1.37295153377805	1.8849959141035	0.026605504587156
4	1807245	FGFR3	intronic	4	5	5	13	0.24601181946703	0.0605218153174784	0.00275229357798165
4	180980317	NONE->LINC00290	intergenic	6	7	2	42	1.40838270382115	1.98354184042257	0.0100917431192661
4	180980893	NONE->LINC00290	intergenic	6	7	7	30	0.911393617791779	0.830638326551588	0.140366972477064
4	181782990	NONE->LINC00290	intergenic	6	7	6	11	0.178745701192541	0.031950025694813	0.0155963302752294
4	183370245	TENM3	intronic	6	6	6	45	4.88705674666513	23.8833236451251	0.0706422018348624
4	183370340	TENM3	intronic	14	23	2	42	10.0020435818897	100.04087581402	0.719266055045872
4	183838503	DCTD	UTR5	3	4	4	16	0.436650818296859	0.190663937119317	0.0018348623853211
4	184365742	CDKN2AIP	UTR5	3	4	4	4	0	0	0
4	184426322	ING2	UTR5	5	5	5	41	3.92718752159961	15.4228018298077	0.0706422018348624
4	185394725	IRF2	intronic	5	6	6	15	0.507548267090689	0.257605243426761	0.0055045871559633
4	185655186	CENPU	exonic	7	8	8	20	0.433359480985944	0.187800439760406	0.00275229357798165
4	185938327	MIR4455->HELT	intergenic	3	4	4	19	0.701914023714182	0.492683296686633	0.00275229357798165
4	186392606	LOC105377590	ncRNA	3	4	4	15	0.532275215938202	0.28331690550206	0.0055045871559633
4	1873062	NSD2	upstream	11	12	4	39	3.31769323455037	11.0070883985813	0.0651376146788991
4	1873159	NSD2	UTR5	5	6	2	43	1.51715769323906	2.30176746615446	0.0174311926605505
4	1873580	NSD2	intronic	3	4	1	48	4.32705257245065	18.7233839647518	0.100917431192661
4	191042787	DBET->NONE	intergenic	3	4	1	33	4.43908423853762	19.7054688768332	0.180147058823529
4	20253620	SLIT2	UTR5	10	11	6	45	1.95267036193074	3.81292154236274	0.0321100917431193
4	2044115	C4orf48	exonic	5	6	6	35	1.67675341337065	2.81150200925013	0.0220183486238532
4	2061104	NAT8L	upstream	14	15	7	53	7.27094136398777	52.8665883185483	0.185321100917431
4	2061334	NAT8L	exonic	5	6	6	52	5.31770470563023	28.2779833362819	0.104587155963303
4	22517302	ADGRA3	exonic	6	7	1	42	3.17452252797106	10.0775932805958	0.0853211009174312
4	22517669	ADGRA3	UTR5	5	6	6	46	4.23601972988243	17.9438631519532	0.0706422018348624
4	2263340	MXD4	intronic	3	4	1	47	2.06248258763797	4.25383442430982	0.0412844036697248
4	24472550	PPARGC1A	intronic	5	6	6	23	0.647670835162595	0.419477510720213	0.0036697247706422
4	24474287	PPARGC1A	UTR5	10	11	6	31	1.10631668786332	1.22393661384487	0.0431192660550459
4	24474362	PPARGC1A	UTR5	4	5	5	31	0.837375643306897	0.701197968003639	0.00275229357798165
4	24914556	CCDC149	UTR5	4	5	4	32	1.61869730304337	2.62018095887987	0.0201834862385321
4	25032537	LGI2	upstream	3	4	3	17	0.732066491924456	0.53592134859858	0.499082568807339
4	25235537	PI4K2B	upstream	7	8	5	36	1.22656840616909	1.50447005501217	0.0100917431192661
4	2538548	RNF4->FAM193A	intergenic	5	6	1	28	1.8931037355755	3.58384175364993	0.0844036697247706
4	2538694	RNF4->FAM193A	intergenic	4	5	5	34	1.29281707070197	1.67137597829841	0.00458715596330275
4	25657362	SLC34A2	upstream	5	6	6	20	0.424047772970768	0.179816513761468	0.000917431192660551
4	25864595	SEL1L3	UTR5	4	17	4	39	8.97080029881372	80.4752580011963	0.98348623853211
4	26322507	RBPJ	UTR5	3	4	4	47	5.2867340855209	27.9495572910085	0.0596330275229358
4	26322808	RBPJ	intronic	4	5	5	35	1.60965889576846	2.59100176072653	0.0256880733944954
4	26322881	RBPJ	intronic	6	7	7	40	2.26848998010423	5.14604678983328	0.0128440366972477
4	26862418	STIM2	UTR5	4	5	5	38	2.91415799669155	8.4923168296813	0.0431192660550459
4	26862819	STIM2	UTR5	3	4	4	40	3.66103448768526	13.4031735200209	0.0238532110091743
4	2794771	SH3BP2	UTR5	4	5	5	15	0.860454120901355	0.740381294176123	0.0541284403669725
4	2820013	SH3BP2	exonic	3	4	4	30	1.0358031575683	1.07288818122846	0.0055045871559633
4	2845796	ADD1	intronic	5	6	6	44	2.6183538952297	6.85577712066453	0.0293577981651376
4	29049425	LINC02364->LINC02472	intergenic	5	6	5	24	0.610122612219062	0.372249601941011	0.00275229357798165
4	2965608	GRK4	UTR5	6	7	7	33	1.41069482823188	1.99005989840018	0.0128440366972477
4	2965777	GRK4	UTR5	4	5	5	41	2.22549360725684	4.95282179594106	0.0238532110091743
4	30723602	PCDH7	exonic	7	8	8	34	0.829149402817521	0.687488732192652	0.00275229357798165
4	30723735	PCDH7	exonic	3	4	4	28	1.14180828912475	1.30372616911399	0.0036697247706422
4	3076667	HTT	exonic	9	13	6	53	5.61208483960038	31.4954962468724	0.773394495412844
4	3255292	MSANTD1	intronic	4	5	3	10	0.220454676816361	0.0486002645302061	0.0073394495412844
4	3257700	MSANTD1	UTR3	5	6	6	15	0.345195460547004	0.119159905982258	0.0018348623853211
4	37246654	NWD2	upstream	3	4	4	5	0.0302891266407691	0.000917431192660551	0.000917431192660551
4	37247136	NWD2	intronic	3	4	4	8	0.121156506563077	0.0146788990825688	0.000917431192660551
4	37455628	C4orf19	UTR5	7	8	5	11	0.200596409834322	0.0402389196384192	0.00917431192660551
4	3767659	ADRA2C	upstream	7	8	8	42	1.2757886450817	1.6276366669194	0.0110091743119266
4	3767902	ADRA2C	upstream	3	4	4	37	1.22526787717598	1.50128137083934	0.00825688073394495
4	3768352	ADRA2C	exonic	10	11	6	41	1.37502855694162	1.89070353240495	0.00642201834862385
4	37978977	TBC1D1	intronic	7	8	3	26	0.729935007636928	0.532805115373923	0.0100917431192661
4	39979060	PDS5A	intronic	3	4	4	42	2.04542499386596	4.18376340553155	0.018348623853211
4	39979180	PDS5A	UTR5	7	8	5	13	0.557117457998057	0.310379862006217	0.278899082568807
4	41362797	LIMCH1	UTR5	6	7	4	24	0.636637615273148	0.405307453180681	0.00275229357798165
4	41747792	PHOX2B	UTR3	6	7	7	41	5.27711296520211	27.8479212475042	0.0990825688073395
4	41747993	PHOX2B	exonic	15	16	3	37	2.23887794481383	5.01257445177378	0.081651376146789
4	41748119	PHOX2B	exonic	4	5	5	42	2.32553422926409	5.40810945147893	0.0201834862385321
4	42153871	BEND4	exonic	4	5	5	53	3.38678104462987	11.4702858442642	0.0440366972477064
4	42153980	BEND4	exonic	5	6	5	26	0.976056864879977	0.95268700347933	0.476146788990826
4	42154294	BEND4	UTR5	5	6	5	43	1.93208698735458	3.73296012670491	0.0146788990825688
4	44449940	KCTD8	exonic	5	6	6	39	1.09976366657758	1.20948012232416	0.0073394495412844
4	44450442	KCTD8	exonic	3	4	4	34	1.60625310295668	2.58004903075795	0.0110091743119266
4	44450697	KCTD8	UTR5	5	6	6	35	1.48809990503621	2.21444132736877	0.00825688073394495
4	46391950	GABRA2	UTR5	3	4	4	27	1.72889880489909	2.98909107758149	0.0339449541284404
4	46726441	GABRA2->COX7B2	intergenic	5	6	6	6	0	0	0
4	48343724	SLAIN2	UTR5	8	9	9	41	1.4376860944961	2.06694130630744	0.0100917431192661
4	48485429	SLC10A4	UTR5	6	7	7	40	1.55951077786241	2.43207386626903	0.0100917431192661
4	52904403	SGCB	exonic	6	7	7	34	1.31296392651562	1.72387427233132	0.0073394495412844
4	52904436	SGCB	UTR5	3	4	4	18	0.424047772970768	0.179816513761468	0.000917431192660551
4	53525176	USP46	intronic	5	6	6	10	0.151378865589798	0.022915560947254	0.0018348623853211
4	54930640	CHIC2	UTR5	7	8	8	13	0.151445633203846	0.0229357798165138	0.000917431192660551
4	54930733	CHIC2	UTR5	5	6	6	22	0.499433129091658	0.249433450434284	0.0018348623853211
4	54966948	GSX2	exonic	16	17	10	24	0.389005912057698	0.151325599615841	0.0073394495412844
4	56262243	TMEM165	UTR5	4	5	5	34	1.14791331983231	1.31770498984844	0.00642201834862385
4	56412960	CLOCK	UTR5	4	5	5	39	1.0446336924059	1.09125955130959	0.00275229357798165
4	56719996	EXOC1	UTR5	3	4	4	4	0	0	0
4	568982	PIGG->PDE6B	intergenic	5	6	1	53	3.1729623771679	10.0676902469229	0.23302752293578
4	569886	PIGG->PDE6B	intergenic	9	16	3	53	9.49248840292838	90.1073360797297	0.993577981651376
4	569988	PIGG->PDE6B	intergenic	4	5	1	43	6.08581558460424	37.0371513298119	0.138532110091743
4	570022	PIGG->PDE6B	intergenic	10	11	9	53	4.5875618939016	21.045724130378	0.236697247706422
4	57774036	REST	UTR5	7	10	7	36	2.52509648299278	6.37611224842251	0.618348623853211
4	57774517	REST	intronic	4	5	5	39	3.31375756629518	10.9809892081785	0.0330275229357798
4	6202089	JAKMIP1	UTR5	5	6	6	26	1.10791466998381	1.22747491596532	0.00825688073394495
4	62066220	ADGRL3	upstream	7	8	5	39	2.32104890287485	5.38726800953657	0.244954128440367
4	62066294	ADGRL3	upstream	5	6	6	43	2.56124301783584	6.55996579641284	0.0192660550458716
4	62066510	ADGRL3	upstream	3	4	4	25	1.13565300734595	1.28970775309391	0.0110091743119266
4	6474354	PPP2R2C	intronic	5	6	6	13	0.373448608222688	0.139463862983463	0.0100917431192661
4	66535403	EPHA5	exonic	3	4	4	11	0.212023886485384	0.044954128440367	0.000917431192660551
4	675380	MYL5	intronic	3	4	1	41	6.94489040109435	48.2315026832124	0.253211009174312
4	6784442	KIAA0232	upstream	4	5	5	15	0.496435088815174	0.24644779740693	0.00825688073394495
4	69215488	YTHDC1	UTR5	8	9	9	27	0.71574592563076	0.512292230057034	0.00458715596330275
4	7045071	LOC100129931	ncRNA	5	8	1	41	2.88119224177181	8.30126873404605	0.415596330275229
4	7045211	LOC100129931	ncRNA	5	6	5	47	8.27406456322554	68.4601443964246	0.207339449541284
4	7045262	LOC100129931	ncRNA	5	6	1	40	4.56440577208382	20.8338000522321	0.0743119266055046
4	71570536	RUFY3	upstream	6	7	7	48	3.67612631514214	13.5139046848805	0.0311926605504587
4	71570976	RUFY3	exonic	9	10	10	46	3.98841518751992	15.9074557080395	0.036697247706422
4	71571507	RUFY3	intronic	5	6	6	28	0.666360786096921	0.444036697247706	0.000917431192660551
4	71705216	GRSF1	exonic	3	4	4	15	0.516984750978652	0.267273232744459	0.0036697247706422
4	71705400	GRSF1	exonic	3	4	4	33	1.51212263281013	2.28651485665664	0.00825688073394495
4	7194446	SORCS2	exonic	4	5	5	24	1.34961624716991	1.82146401462498	0.0211009174311927
4	72053003	SLC4A4	UTR5	14	15	5	25	0.623893870424947	0.38924356155382	0.0137614678899083
4	74124057	ANKRD17	exonic	15	16	11	44	3.17124884468001	10.0568192348843	0.534862385321101
4	74124272	ANKRD17	exonic	3	4	4	36	3.47424272431803	12.0703625074768	0.0559633027522936
4	74124516	ANKRD17	upstream	6	22	7	47	9.67453374741979	93.5966032299644	0.976146788990826
4	75858270	PARM1	UTR5	9	10	10	32	1.0855271436973	1.17836917970363	0.00458715596330275
4	76598402	G3BP2	UTR5	3	4	4	11	0.279125214435632	0.0779108853337377	0.0018348623853211
4	77818629	SOWAHB	exonic	4	5	5	34	1.4715554485938	2.16547543828611	0.00825688073394495
4	77871188	SEPT11	intronic	5	7	6	39	1.46547102587259	2.14760532767205	0.559633027522936
4	77871984	SEPT11	intronic	3	4	4	11	0.285546498059978	0.0815368025543172	0.00275229357798165
4	78740768	CNOT6L	upstream	27	28	6	47	2.91482918554125	8.49622918088306	0.101834862385321
4	78980267	FRAS1	intronic	4	5	5	5	0	0	0
4	7941497	LOC389199	exonic	4	5	5	5	0	0	0
4	79697251	BMP2K	upstream	4	5	5	36	4.79592453627099	23.0008921576061	0.235779816513761
4	79697410	BMP2K	upstream	5	6	6	36	1.88137539631479	3.53957338185862	0.0174311926605505
4	79697731	BMP2K	exonic	5	6	2	37	1.62120471627055	2.62830473205786	0.0357798165137615
4	80993914	ANTXR2	UTR5	7	9	8	9	0.500188252780872	0.250188288219981	0.493577981651376
4	81123227	PRDM8	exonic	4	4	4	40	6.43057378903956	41.3522792562826	0.135779816513761
4	81123476	PRDM8	exonic	7	8	8	46	6.25073881278691	39.0717357056807	0.108256880733945
4	81123865	PRDM8	exonic	4	5	5	38	3.69177376336259	13.6291935198524	0.0651376146788991
4	81124307	PRDM8	exonic	4	5	5	44	2.41231078197192	5.81924330881795	0.0110091743119266
4	81124391	PRDM8	exonic	5	6	6	45	1.7161884814714	2.9453029039351	0.0073394495412844
4	83294708	HNRNPD	exonic	5	6	6	50	4.60577892997646	21.2131995518151	0.0660550458715596
4	83294778	HNRNPD	exonic	8	9	8	31	1.28156278859137	1.6424031811021	0.488990825688073
4	83350533	HNRNPDL	exonic	6	7	7	11	0.121156506563077	0.0146788990825688	0.000917431192660551
4	83483109	TMEM150C	UTR5	5	6	6	35	1.60474109275514	2.57519397477696	0.0128440366972477
4	83719595	SCD5	exonic	3	4	4	33	0.891207664636671	0.794251101507148	0.0018348623853211
4	83931833	LIN54	UTR5	5	6	6	24	0.574384913915929	0.329918029334209	0.0036697247706422
4	83931950	LIN54	UTR5	5	6	6	37	1.37509962601786	1.89089898147446	0.00642201834862385
4	83934004	LIN54	UTR5	4	5	5	34	1.26279268665039	1.59464536945771	0.00642201834862385
4	85414481	NKX6-1	exonic	5	6	6	33	1.30007585094892	1.69019721822057	0.0238532110091743
4	85418864	NKX6-1	exonic	5	6	6	30	1.29736924153781	1.68316694888838	0.0110091743119266
4	85418933	NKX6-1	exonic	12	13	12	46	1.86763191324247	3.48804896336172	0.488990825688073
4	85887159	WDFY3	intronic	4	5	5	5	0	0	0
4	85887669	WDFY3->WDFY3-AS2	upstream	4	5	5	37	1.67210450627948	2.79593347992014	0.0073394495412844
4	87856448	AFF1	intronic	3	4	4	21	0.653015644478767	0.426429431934019	0.0073394495412844
4	8859051	HMX1	intronic	3	4	4	4	0	0	0
4	89618849	NAP1L5	exonic	5	5	5	18	0.429187000073596	0.184201481032173	0.00275229357798165
4	90229021	GPRIN3	UTR5	6	7	7	28	0.937497525291382	0.878901609927465	0.0055045871559633
4	90229165	GPRIN3	upstream	9	10	10	14	0.124858282272914	0.0155895906521428	0.0018348623853211
4	94750168	ATOH1	exonic	6	7	7	31	0.96433043791335	0.929933193486154	0.0036697247706422
4	94756149	ATOH1->LOC101929210	intergenic	3	4	3	4	0.500216042490856	0.250216089165213	0.496330275229358
4	95679065	BMPR1B->BMPR1B-AS1	upstream	8	10	5	52	7.75061566593158	60.072043200984	0.503669724770642
4	95679427	BMPR1B	intronic	5	6	6	52	2.46672346327558	6.08472464427427	0.0201834862385321
4	95679535	BMPR1B	intronic	5	6	5	37	2.42158963140166	5.86409634291202	0.0330275229357798
4	967257	DGKQ	exonic	3	4	4	27	0.719802824985234	0.518116106856724	0.0018348623853211
5	1008930	NKD2	upstream	6	7	6	24	0.732030241224208	0.535868274066773	0.489908256880734
5	1009287	NKD2	exonic	5	6	6	39	1.10068213703923	1.21150116679725	0.00275229357798165
5	107006655	EFNA5	upstream	3	4	4	26	1.07666268352641	1.15920253409828	0.0073394495412844
5	107060481	EFNA5->FBXL17	intergenic	4	5	5	5	0	0	0
5	107716707	FBXL17	exonic	14	15	9	52	2.07397176367106	4.30135887650483	0.026605504587156
5	107716997	FBXL17	exonic	8	9	6	45	4.39130096314429	19.283524148912	0.0596330275229358
5	107717135	FBXL17	exonic	3	4	4	40	2.55380826036215	6.52193663069393	0.0174311926605505
5	108745659	PJA2	UTR5	9	10	9	33	1.22710539536162	1.5057876513256	0.502752293577982
5	109025497	MAN2A1	UTR5	6	7	7	32	1.00259769926424	1.00520214656995	0.0495412844036697
5	109026462	MAN2A1	intronic	5	6	6	34	1.0948408589911	1.19867650651637	0.00458715596330275
5	110075070	SLC25A46	exonic	3	4	4	16	0.420621787475005	0.176922688098668	0.0018348623853211
5	110560134	CAMK4	UTR5	8	9	3	24	0.65483536964375	0.428809361336467	0.0128440366972477
5	112312994	DCP2	intronic	4	5	5	23	0.709376345963339	0.503214800212298	0.0018348623853211
5	112849636	YTHDC2	exonic	6	8	8	8	0	0	0
5	113697881	KCNN2	upstream	5	6	6	32	1.36211758624227	1.85536431875047	0.00825688073394495
5	113698626	KCNN2	exonic	6	8	7	36	1.94415248853102	3.77972889866134	0.551376146788991
5	113698750	KCNN2	exonic	5	6	6	6	0	0	0
5	11385202	CTNND2	exonic	6	7	2	40	2.77968117027155	7.72662740836219	0.0385321100917431
5	11385275	CTNND2	exonic	7	8	8	49	3.14151513797268	9.86911736211152	0.0284403669724771
5	114515999	TRIM36	UTR5	4	5	5	33	0.950475412443016	0.903403509658722	0.0055045871559633
5	114961498	TMED7->TMED7-TICAM2	UTR5	3	4	4	4	0	0	0
5	1155735	SLC12A7->CTD-3080P12.3	intergenic	3	4	4	22	0.545204279533844	0.297247706422018	0.000917431192660551
5	11903803	CTNND2	intronic	7	8	8	47	2.20228733419667	4.85006950236308	0.0110091743119266
5	11904417	CTNND2	upstream	3	4	4	20	0.858007349515716	0.736176611822984	0.0284403669724771
5	122181462	SNX24	intronic	3	4	4	4	0	0	0
5	122372809	PPIC	upstream	4	5	5	5	0	0	0
5	122425862	PRDM6	exonic	8	9	9	23	0.765821678621714	0.58648284344698	0.0174311926605505
5	122426077	PRDM6	exonic	7	8	7	11	0.511104481330185	0.261227790835798	0.499082568807339
5	122426158	PRDM6	exonic	8	9	6	30	0.960474018966246	0.922510341109174	0.0036697247706422
5	122759015	CEP120	intronic	6	7	7	8	0.0302891266407691	0.000917431192660551	0.000917431192660551
5	122848176	CSNK1G3	UTR5	7	8	8	22	0.805385471054725	0.648645756986041	0.00825688073394495
5	127419399	LINC01184->SLC12A2	upstream	5	6	6	41	1.25442041121228	1.57357056806598	0.11651376146789
5	127419932	SLC12A2	exonic	11	12	6	41	2.30038842955187	5.29178692681612	0.0651376146788991
5	127420207	SLC12A2	exonic	5	6	6	44	2.12160149728603	4.50119291328632	0.0119266055045872
5	127873165	FBN2	exonic	3	4	4	7	0.0908673799223074	0.00825688073394495	0.000917431192660551
5	12795026	LINC01194	ncRNA	7	8	8	14	0.181734759844615	0.0330275229357798	0.000917431192660551
5	129240237	CHSY3	upstream	12	13	5	36	1.22087332349275	1.49053167201624	0.0119266055045872
5	131347336	ACSL6	UTR5	6	7	7	31	1.46678315029918	2.1514528100016	0.0174311926605505
5	131593351	PDLIM4	UTR5	9	10	6	39	2.84843752733394	8.11359634712429	0.629357798165138
5	132112967	SEPT8	UTR5	4	5	5	9	0.171262487640438	0.0293308396727913	0.0018348623853211
5	132149323	SOWAHA	exonic	9	10	10	22	1.42952397936942	2.04353880759219	0.276146788990826
5	132299123	AFF4	UTR5	8	9	9	25	0.575805859585247	0.331552387932705	0.0036697247706422
5	132948084	FSTL4	UTR5	4	5	5	34	1.99253457106762	3.97019401689961	0.0100917431192661
5	133450616	TCF7	exonic	8	9	8	22	0.699310112352264	0.489034633238136	0.48348623853211
5	133561247	PPP2CA	intronic	3	4	4	4	0	0	0
5	133702710	CDKL3	UTR5	3	4	4	4	0	0	0
5	133707165	UBE2B	UTR5	10	13	5	44	6.6506675486479	44.2313788426382	0.98256880733945
5	134181712	C5orf24	UTR5	5	6	6	17	0.412784630134029	0.170391150874887	0.00275229357798165
5	134369504	PITX1	exonic	4	5	5	32	1.41138142967717	1.99199754003757	0.00917431192660551
5	134375479	C5orf66-AS1	ncRNA	4	5	5	19	0.693207017077842	0.48053596852596	0.0036697247706422
5	134734761	H2AFY	UTR5	5	6	6	39	1.65982851747031	2.75503070740769	0.0174311926605505
5	134870802	NEUROG1	exonic	3	4	4	28	0.778812704528106	0.606549228734383	0.0036697247706422
5	134879309	NEUROG1->CXCL14	intergenic	6	7	7	28	0.894687115137451	0.800465033992974	0.00275229357798165
5	136834209	SPOCK1	exonic	6	7	7	17	0.568964801992268	0.3237209459061	0.00458715596330275
5	137088929	HNRNPA0	exonic	6	7	3	52	7.48288477142373	55.9935645024052	0.127522935779817
5	137089037	HNRNPA0	exonic	5	6	6	36	2.60498067117276	6.78592429718368	0.0339449541284404
5	137089066	HNRNPA0	exonic	7	8	4	43	2.98423080247616	8.90563348244749	0.0513761467889908
5	137089109	HNRNPA0	exonic	4	5	5	44	2.73122994654755	7.45961702091811	0.0220183486238532
5	137090004	HNRNPA0	UTR5	7	8	8	52	1.34779511493689	1.81655167184775	0.0036697247706422
5	137774652	REEP2	upstream	4	5	1	23	0.785042799061885	0.616292196358919	0.00458715596330275
5	137774815	REEP2	UTR5	5	6	5	22	0.67380676137916	0.454015551680272	0.00825688073394495
5	137774936	REEP2	intronic	4	5	5	28	1.62498333716855	2.64057084607543	0.0128440366972477
5	137801197	EGR1	UTR5	3	4	4	5	0.0302891266407691	0.000917431192660551	0.000917431192660551
5	137878838	ETF1	UTR5	4	5	5	12	0.212023886485384	0.044954128440367	0.000917431192660551
5	138089499	LOC105379194	ncRNA	3	4	4	4	0	0	0
5	138534005	SIL1	UTR5	5	6	6	15	0.385340597190986	0.148487375843506	0.0018348623853211
5	138941121	UBE2D2	UTR5	7	8	7	34	1.13732236454387	1.29350216089165	0.498165137614679
5	139027929	CXXC5	UTR5	7	8	8	38	1.97777497117713	3.91159383661469	0.0146788990825688
5	139028388	CXXC5	UTR5	7	8	5	45	1.94646789014601	3.78873724736944	0.0155963302752294
5	139090905	CXXC5->PSD2-AS1	intergenic	9	10	7	22	0.514555084912332	0.264766935409137	0.00642201834862385
5	139145409	PSD2-AS1->PSD2	intergenic	5	6	6	13	0.260443730112424	0.0678309365548732	0.0018348623853211
5	139175475	PSD2	UTR5	3	4	3	30	0.964753611204703	0.930749530332516	0.00642201834862385
5	139227873	NRG2	exonic	7	8	7	33	1.87164110140404	3.50304041246493	0.0247706422018349
5	139422617	NRG2	exonic	5	6	6	13	0.279125214435632	0.0779108853337377	0.0018348623853211
5	139422688	NRG2	UTR5	3	4	4	15	0.334526638014223	0.111908071541099	0.0018348623853211
5	139487248	LINC01024	ncRNA	6	7	7	17	0.316147833816477	0.0999494528268507	0.0018348623853211
5	139487417	LINC01024	ncRNA	6	7	7	24	0.929929363078137	0.864768620314909	0.0155963302752294
5	139493734	PURA	UTR5	4	5	2	45	5.92234536368702	35.0741746067851	0.0972477064220184
5	139493856	PURA	exonic	18	24	11	52	7.55573785148857	57.0891744804172	0.98256880733945
5	139525500	IGIP->LOC101929719	intergenic	8	9	9	18	0.313154479728699	0.0980657281741519	0.00275229357798165
5	139781720	ANKHD1->ANKHD1-EIF4EBP3	exonic	10	11	11	36	2.20569767458228	4.86510223165769	0.0238532110091743
5	14011828	DNAH5->TRIO	intergenic	5	6	6	6	0	0	0
5	141257978	PCDH1	upstream	13	14	6	23	1.4082080272237	1.98304984793725	0.607339449541284
5	14143675	TRIO	upstream	4	5	5	46	2.03553821125295	4.14341580947086	0.0100917431192661
5	14143857	TRIO	exonic	5	6	5	11	0.526585724185098	0.277292524915544	0.48348623853211
5	14145014	TRIO	intronic	6	7	7	37	1.84714581634118	3.41194766682673	0.0128440366972477
5	141488363	NDFIP1	UTR5	4	5	5	22	0.807019273103194	0.651280107160007	0.00825688073394495
5	141736385	SPRY4-AS1	ncRNA	5	6	6	30	0.97459537394434	0.949836142913708	0.0100917431192661
5	142783527	NR3C1	intronic	5	6	5	6	0.492242754348588	0.242302929208684	0.411009174311927
5	142783768	NR3C1	intronic	4	5	5	28	0.859946808230841	0.739508512986411	0.00458715596330275
5	142784112	NR3C1	intronic	4	5	5	32	2.01066419139555	4.04277049056032	0.191743119266055
5	1444823	SLC6A3	intronic	3	4	4	4	0	0	0
5	14487615	TRIO	exonic	19	20	3	47	1.59742934872694	2.55178052417419	0.0275229357798165
5	146833269	DPYSL3	intronic	5	6	2	39	2.83917643391374	8.06092282289113	0.35045871559633
5	147162215	JAKMIP2	UTR5	4	5	4	17	0.661786164130949	0.437960927035156	0.081651376146789
5	14871689	ANKH	UTR5	4	5	5	36	3.29285824056498	10.8429153924567	0.0422018348623853
5	14871827	ANKH	UTR5	7	8	4	45	4.94460565795474	24.4491251126781	0.0678899082568807
5	14871921	ANKH	upstream	7	9	5	28	1.1866733740872	1.40819369676751	0.495412844036697
5	148737676	PCYOX1L	exonic	3	4	4	17	0.393758646329999	0.155045871559633	0.000917431192660551
5	149865801	NDST1-AS1	upstream	5	6	1	39	3.01642917985713	9.09884499709354	0.0541284403669725
5	150004305	SYNPO	intronic	7	8	7	22	0.665404319556421	0.442762908484343	0.496330275229358
5	150036095	SYNPO	exonic	7	8	8	41	3.43156297744943	11.7756244682016	0.0522935779816514
5	150400443	GPX3	intronic	6	7	6	7	0.0302891266407691	0.000917431192660551	0.000917431192660551
5	153570207	GALNT10	upstream	5	5	5	40	3.07489966684765	9.45500796117977	0.0238532110091743
5	153570559	GALNT10	exonic	7	8	8	37	2.24162463484185	5.02488100352988	0.018348623853211
5	153857357	HAND1	exonic	3	4	3	11	0.574126715907212	0.3296214859184	0.499082568807339
5	15500464	FBXL7	UTR5	4	5	5	29	0.752101993156149	0.565657408109451	0.00275229357798165
5	1556840	LPCAT1->SDHAP3	intergenic	3	4	4	23	3.60012067935318	12.9608689059064	0.169724770642202
5	158635235	RNF145	intronic	4	5	5	5	0	0	0
5	159200415	LINC01845->LINC01847	intergenic	5	6	6	27	1.08163395566713	1.16993201405211	0.0073394495412844
5	159399037	ADRA1B	exonic	12	13	4	36	1.69992692803072	2.88975156064397	0.0376146788990826
5	159546172	PWWP2A	exonic	6	8	7	8	0.500229515733914	0.250229568411387	0.5
5	159546426	PWWP2A	UTR5	6	7	7	16	0.314575723443876	0.0989578857802377	0.0036697247706422
5	16179577	MARCH11	exonic	8	9	4	44	2.35928400348285	5.56622100909007	0.0293577981651376
5	16179691	MARCH11	UTR5	3	4	4	36	1.34392042365658	1.80612210512127	0.00917431192660551
5	16616993	RETREG1	exonic	7	8	8	22	0.704104611856221	0.495763304437199	0.00458715596330275
5	167285732	TENM2	intronic	5	6	6	11	0.214078109550548	0.0458294369887364	0.0018348623853211
5	167718779	WWC1	upstream	7	8	7	21	0.645819183027122	0.41708241716582	0.496330275229358
5	167718838	WWC1	upstream	5	6	6	32	0.949524770962569	0.901597290671519	0.00917431192660551
5	168006580	PANK3	UTR5	8	9	9	34	0.912782791704654	0.833172424832141	0.0055045871559633
5	168727888	SLIT3	UTR5	4	5	5	22	0.798046599564758	0.636878375076874	0.0165137614678899
5	169930991	KCNIP1	intronic	10	11	6	37	3.00599704435657	9.03601823068045	0.496330275229358
